400;Class;"An architect's blue-ink blueprint pinned to the site wall; from that one drawing, cranes stamp out identical houses all day long.";"A blueprint defining the fields and methods its instances will share; the template from which objects are stamped.";class Dog: / def bark(self): return 'woof';"Object/instance — the class is the design; the object is one concrete thing built from it."
401;Object (instance);The house actually built from the blueprint: you can knock on THIS door, and its peeling green paint is its own private state.;A concrete runtime value created from a class, holding its own state and responding to the class's methods.;rex = Dog() / fido = Dog() / rex is fido # False - two objects;"Class — one class, many objects; only objects occupy memory with per-instance state."
402;Instantiation;An INSTANT camera whirs and spits out a fresh print: press the shutter (new) and a brand-new photo slides out, chemicals developing before your eyes. Instant-iation.;The act of creating a new object from a class: allocate memory, then run the constructor to initialize it.;"d = Dog() # Python / Dog d = new Dog(); // Java";"Initialization — instantiation allocates the object; initialization (constructor body) fills in its starting state."
403;Fields (attributes);Every object is a little farm: its FIELDS are fenced plots, each gate labeled with a name and each plot growing exactly one value.;Named variables stored inside each object that hold its state, persisting for the object's lifetime.;self.name = 'Rex' / self.age = 3;"Local variables — fields live in the object and persist between calls; locals die when the method returns."
404;Methods;A METHOD actor who refuses to perform until handed his character sheet: give him the object (self) and he acts entirely out of its state.;Functions attached to a class that operate on an object's state, invoked on an instance as obj.method().;class Dog: / def speak(self): / return self.name + ' says woof';"Free function — a method implicitly receives the instance (self/this) and can read its fields; a function stands alone."
405;Constructor;A hard-hatted CONSTRUCTION crew swarms every new house the instant it is stamped out, wiring and painting it before anyone is allowed to move in.;Special method that runs at object creation to initialize fields into a valid starting state, e.g. __init__ in Python.;class Dog: / def __init__(self, name): / self.name = name;"Python __new__ — __new__ allocates and returns the object; __init__ only initializes an already-created instance."
406;this / self;Every method opens by snapping a SELFIE: the first parameter is always a picture of the very object doing the talking.;The implicit reference to the current instance inside a method, used to reach that object's own fields and methods.;def rename(self, n): / self.name = n # this object's field;"cls in Python classmethods — cls is the class itself; self is one particular instance."
407;Static members;One chalkboard nailed above the whole classroom, crackling with STATIC: every student reads the same tally, and one eraser swipe changes it for all.;Fields and methods belonging to the class itself: one shared copy for all instances, usable without creating an object.;class Dog: / species = 'canis' # shared / Dog.species # no instance needed;"Instance members — one copy per object; a static member has exactly one copy, on the class."
408;Prototype-based objects;"A garage inventor clones his working PROTOTYPE robot; each clone, asked something it cannot do, phones the original up the chain for the answer.";Object model (JavaScript) without classes: objects delegate missing properties to a linked prototype object at lookup time.;"let dog = {bark(){return 'woof'}}; / let rex = Object.create(dog); / rex.bark(); // found via prototype chain";"Class inheritance — classes fix structure at definition time; prototypes look properties up live along a chain at each access."
409;Metaclass;A cookie-cutter FACTORY: the machine that stamps out cookie cutters, which in turn stamp cookies. The cutters are its products, not its cookies.;In Python, the class of a class: classes are themselves objects, instances of a metaclass (type) that controls class creation.;type(Dog) # <class 'type'> / class Meta(type): ... / class Dog(metaclass=Meta): ...;"Base class — a base class is what a class inherits FROM; a metaclass is what a class is an instance OF."
410;Encapsulation;"A space CAPSULE: instruments sealed inside the hull; mission control can only push the few console buttons, never reach in and touch the wiring.";Bundling data with the methods that operate on it and restricting outside access, so state changes only via a controlled interface.;class Account: / def __init__(self): self._balance = 0 / def deposit(self, amt): self._balance += amt;"Abstraction — abstraction chooses which concepts to expose; encapsulation enforces the hiding with access control."
411;Information hiding;"A magician's locked trick cabinet: the audience only ever sees doves appear (the interface); the false bottom can be rebuilt every night without changing the show.";Parnas's principle: hide design decisions likely to change behind stable interfaces, so internals can change without breaking callers.;"module hides 'stored as list vs dict'; / callers only ever use add() and find()";"Encapsulation — encapsulation is the language mechanism; information hiding is the design principle about WHICH decisions to conceal."
412;Access modifiers;Nightclub wristbands: green (public) roams anywhere, red (private) opens only the owner's back room, yellow (protected) also admits family.;Keywords like public, private, protected that declare who may touch a member: everyone, only the class, or the class plus subclasses.;"public int x; / private int y; // class only / protected int z; // + subclasses";"Python underscore convention — _name is a courtesy signal, not enforced; true modifiers are compiler-enforced."
413;Class invariant;A tightrope walker's balance bar: each trick (method) may wobble it mid-air, but he must be dead level again before the crowd looks up.;"A condition on object state that must hold between all public calls (e.g. balance >= 0); every method must restore it before returning.";def withdraw(self, amt): / assert self._balance - amt >= 0 / self._balance -= amt;"Precondition — a precondition binds the caller before ONE call; an invariant binds the object across ALL calls."
414;Getters/setters debate;A butler who merely relays shouted orders — 'GET the vase! SET the vase!' — the mansion door may as well be wide open. Fire him and ask the house to redecorate itself.;Accessor pairs (getX/setX) guard fields, but mirroring every field defeats encapsulation—prefer behavior-revealing methods.;bad: a.set_balance(a.get_balance()+5) / good: a.deposit(5);"Properties — properties are syntax for accessors; the debate is whether the field should be exposed at all."
415;Properties (uniform access);A smart-house wall: you say 'temperature' and it simply answers — you never learn whether it read a dial or computed a forecast. The PROPERTY hides its butler.;Feature exposing computed methods behind attribute syntax, so obj.x can later become logic without changing callers (uniform access).;class Circle: / @property / def area(self): return 3.14159*self.r**2;Getter method — a property keeps plain field syntax (c.area), so an attribute can be upgraded to logic without breaking callers.
