000;Value;In an empty white warehouse stenciled 000, a single marble rests on the bare concrete: the first thing that exists. Everything ever built will just be shelving for marbles.;A value is a piece of data an expression evaluates to - the atom every computation produces and consumes.;"42, 3.14, ""hi"" - each evaluates to itself";"Variable - a variable is a name that refers to a value; the value is the data itself."
001;Integer type;A grumpy census-taker counts sheep through a gate - 'one... two...' - and snaps his pencil in half when a half-sheep tries to pass. Whole things only.;An integer type stores whole numbers exactly, as fixed-width binary (32/64-bit) or arbitrary precision as in Python.;"n = 42; type(n) is int; Python ints never overflow";"Float - floats trade exactness for fractional range; ints are exact whole numbers."
002;Floating-point type;A number lounging on a pool float: the decimal point slides up and down its body as the exponent tide rises and falls - the point literally floats.;A float approximates real numbers with a sign, binary exponent, and fixed-size mantissa, so most decimals are stored inexactly.;x = 0.1 # stored as the nearest binary fraction;"Decimal type - Decimal stores base-10 digits exactly; float is binary and approximate."
003;Boolean;A brass light switch shaped like George Boole's mustache: it clicks fully up or fully down with a loud snap - there is physically no in-between position.;A boolean is a type with exactly two values, true and false, the result type of comparisons and the fuel of conditions.;"flag = True; 3 > 2 evaluates to True";"Truthiness - truthiness coerces any value to a bool in conditions; bool itself has only True/False."
004;Character type;A theater full of actors ('characters'), each wearing a numbered badge: the actor playing 'A' flashes badge 65 at the stage door.;"A char holds one text symbol as a number - a Unicode code point (or UTF-16 unit in Java/C#); 'A' is 65 underneath.";"C: char c = 'A'; c == 65 is true. Python has no char: just ""A""";"String - a string is a sequence of chars; a char is a single symbol/code unit."
005;String type;Letters threaded on a length of twine, clasped at both ends by two silver quote-mark clips - a literal string of characters you can wear.;A string is a value holding a sequence of characters representing text, written between quotes and immutable in most languages.;"s = ""hello""; s[1] == ""e""";"Char - some languages distinguish 'a' (char) from ""a"" (a length-1 string)."
006;Null / None;You open your numbered mailbox expecting mail and find not an empty envelope but no envelope at all - just a cold draft blowing through the hole in the wall.;Null/None is a sentinel value meaning 'no value here', deliberately distinct from 0, false, and empty string.;"x = None; x is None -> True; not the same as 0 or """"";"Undefined (JS) - undefined means never assigned; null is an assigned 'intentionally empty'."
007;Literal;A stone tablet with '42' chiseled straight into it. 'Take it literally,' grunts the mason, 'no math required - it says what it is.';"A literal is a value written directly in source code - 42, 3.14, ""hi"", True, [1,2] - denoting itself with no computation.";"42, ""hi"", [1, 2, 3] are literals; x + 1 is not";"Constant - a constant is a named binding that can't be reassigned; a literal is the raw notation itself."
008;Implicit type coercion;"A pushy customs officer at the border between number-land and string-land restamps your passport to the other nationality without asking - you only notice when ""11"" comes out.";"Coercion is the language auto-converting a value's type in mixed expressions: 1 + 2.0 -> 3.0; JS ""1"" + 1 -> ""11"".";"JS: ""1"" + 1 -> ""11""; Python: 1 + 2.0 -> 3.0";"Explicit conversion - conversion is you calling int()/str(); coercion happens automatically."
009;Explicit type conversion;"A foundry where you pour molten string ""42"" into an int-shaped cast; the mold takes the shape and a worker saws off the overhanging decimal tail (3.9 loses its .9).";"Explicit conversion (casting) deliberately transforms a value to another type - int(""42"") - and may lose data, as in int(3.9) -> 3.";"int(""42"") -> 42; int(3.9) -> 3 (truncated); str(7) -> ""7""";"Coercion - coercion is automatic and invisible; conversion is programmer-requested and visible in code."
010;Variable;A dog tag engraved 'x' on a collar: today it's buckled on a terrier, tomorrow you unbuckle it and strap it on a greyhound - same tag, different dog.;A variable is a name bound to a value or storage location, letting code refer to data that can change over time.;"x = 5; x = ""now a string"" # Python retags the name";"Value - the value is the data; the variable is a reusable name pointing at it."
011;Declaration;A maitre d' writes 'x' on a reservation card and sets it on an empty table: the seat now exists and is claimed, but nobody is sitting in it yet.;"A declaration introduces a name (often with a type) to the compiler; assignment later stores a value into it.";"C: int x; // declared / x = 5; // assigned / JS: let x;";"Assignment - declaration creates the name; assignment fills it; 'int x = 5' does both at once."
012;Assignment;A one-way conveyor belt feeding a bin labeled x: whatever sits on the right end rolls left into the bin, shoving the old contents out the back. Nothing ever flows rightward.;"Assignment stores a value into a variable with =, replacing what the name held; it is an action, not an equation.";x = x + 1 # read old value, store new - not algebra;"Equality test - = assigns, == compares; classic C bug: if (x = 5) is always true."
013;Initialization;"A hotel room before its first housekeeping pass: in C the bed still holds the previous stranger's leftover junk; in Go the sheets arrive factory-zeroed.";"Initialization gives a variable its first value; reading before it happens yields garbage (C), an error (Python), or a zero default (Go).";"C: int x; printf(""%d"", x); // garbage / Go: var x int // 0";"Declaration - declaring makes the name exist; initializing gives it its first value."
014;Naming conventions;A zoo lineup: a snake slithering flat between words (snake_case), a camel with a hump rising mid-name (camelCase), and a rearing all-caps SCREAMING snake guarding the constants cage.;"Case conventions (snake_case, camelCase, PascalCase, SCREAMING_SNAKE) encode a name's role; good names reveal intent.";user_count (var), MAX_RETRIES (const), UserAccount (class);Keywords - keywords like if/for are reserved by the language and can't be used as names at all.
015;Constant;A name pressed into wet cement that has since hardened: painters keep arriving with new names, but every brush bounces off the slab.;A constant is a binding that cannot be reassigned after initialization - const, final, or ALL_CAPS convention in Python.;"JS: const PI = 3.14159; / Python: MAX_SIZE = 100 # convention only";"Immutable value - const stops rebinding the name; the object it points to may still mutate (JS const arr, arr.push ok)."
016;Local scope;A Vegas hotel room where what happens in the function stays in the function: the moment you step out the door, every piece of furniture inside evaporates.;A local variable exists only inside the function or block that declares it, unrelated to same-named variables elsewhere.;def f(): x = 1 # x dies at return / print(x) # NameError;"Lifetime - scope is where the name is visible; lifetime is when the storage exists."
017;Global scope;A single town bulletin board bolted in the square with a megaphone chained to it: anyone can stroll up, repaint the board, and every reader downstream sees the graffiti.;"A global variable is visible throughout a module or program; any code can mutate it, creating hidden coupling and spooky action.";"count = 0 / def inc(): / global count; count += 1";Module scope - Python 'globals' are per-module namespaces, not one program-wide pool.
018;Shadowing;An eclipse: the small inner moon named x slides in front of the huge outer sun named x. The sun still burns behind it, untouched and invisible, until the moon moves on.;Shadowing is an inner-scope variable reusing an outer name, hiding the outer binding until the inner scope ends.;"x = 1 / def f(): x = 2; print(x) # 2 / f(); print(x) # outer x still 1";"Reassignment - reassignment changes the same binding; shadowing creates a new binding that hides the old one."
019;Variable lifetime;A mayfly hatches at the opening brace and drops dead at the closing brace, while the granite statue in the global park watches generations of mayflies come and go.;"Lifetime is how long a variable's storage exists: locals die at function return; statics and globals live for the whole program.";"C: return &local; // bug: storage dies at return";"Scope - scope is spatial (where visible), lifetime is temporal (how long stored); closures let lifetime outlast scope."
020;Expression vs statement;"A vending machine beside a doorman: feed the expression machine coins and a value clunks into the tray; the statement doorman just does something and hands you nothing.";"An expression evaluates to a value (2+3, f(x)); a statement performs an action (if, while, Python assignment) and yields none.";2 + 3 # value 5 / x = 5 # Python statement: no value;"Expression languages - in Rust/Lisp almost everything yields a value; the test is always 'does it produce one?'"
021;Operator precedence;A military mess line: the general (*) muscles in and grabs his operands off the tray first, and the private (+) is only allowed to take what's left.;Precedence decides which operator binds tighter without parentheses: 2+3*4 is 2+(3*4)=14 because * outranks +.;"2 + 3 * 4 -> 14; (2 + 3) * 4 -> 20";"Associativity - precedence orders different operators; associativity breaks ties among equal ones."
