600;Creational patterns;A maternity ward where masked midwives hand you swaddled babies through a wall hatch — you never glimpse the delivery room. Creation happens behind the hatch.;GoF pattern family that abstracts how objects get created, decoupling client code from concrete constructors and construction logic.;WidgetFactory.create() instead of new ConcreteWidget() sprinkled through client code;"Structural patterns — creational govern how objects are born; structural govern how existing objects are composed."
601;Factory method;Pizza chain HQ mandates one ritual, makePizza() — but each franchise kitchen bakes its own pie: Chicago deep dish here, Napoli thin crust there.;Defines an overridable creation method so subclasses decide which concrete product class to instantiate.;"abstract Dialog { abstract createButton(); } WinDialog.createButton() -> new WinButton()";"Abstract factory — factory method is ONE overridable method for one product; abstract factory is a whole object producing a product family."
602;Abstract factory;An IKEA showroom kit: tick the 'Scandinavian' box and the crate ships a matching sofa, lamp AND table — never a gothic lamp inside a Scandi set.;One interface creates a whole family of related products, keeping clients independent of which concrete family is chosen.;"GUIFactory { createButton(); createCheckbox(); } MacFactory yields MacButton + MacCheckbox";Factory method — abstract factory bundles several factory methods to guarantee a consistent product family.
603;Builder;A Subway sandwich artist: bread? cheese? toasted? Each shout adds one layer, and only the final 'wrap it up!' (build) hands you the finished sub.;Constructs a complex object step by step through a fluent or staged API, separating construction from the final representation.;new Request.Builder().url(u).header(k,v).post(body).build() — OkHttp;"Factory — a factory returns the object in one call; a builder accumulates many optional parts before build()."
604;Prototype;Dolly the sheep on a photocopier: slam the lid on the prize ewe, press COPY, and an identical lamb trots warm out of the output tray.;Creates new objects by cloning a pre-configured exemplar instance instead of instantiating classes from scratch.;"enemy = bossPrototype.clone(); enemy.hp = 50; — game spawning from templates";"JS prototype chain — that is property delegation at lookup time; GoF Prototype clones an exemplar at creation time."
605;Singleton;Highlander in a server room beheading every extra instance with a katana — 'There can be only one!' — then standing guard at the single door, getInstance().;Ensures a class has exactly one instance and provides a single global access point to it.;Runtime.getRuntime() in Java always returns the same Runtime object;"Static utility class — a singleton is a real instance (can implement interfaces, be passed around); statics cannot be substituted."
606;Singleton as design smell;The Highlander's katana rusts: one immortal hoarding all state, and every unit test must duel him at the locked door just to reset a flag.;Singletons hide dependencies, create global mutable state, and weld tests to shared instances — prefer one instance wired via DI.;Config.getInstance() buried deep vs constructor(config) — the second declares its needs;"'One instance' vs 'global access' — a single instance is fine; the smell is the global access point that hides coupling."
607;Object pool;Bowling alley shoe counter: nobody buys shoes — you borrow a disinfectant-sprayed pair, bowl, return them, and the next bowler laces up the same pair.;"Keeps expensive-to-create objects in a reusable pool; clients borrow, use, and return them instead of constructing new ones.";"HikariCP database connection pool; ThreadPoolExecutor worker threads";"Flyweight — pooled objects are borrowed exclusively then returned; flyweights are immutable and shared by everyone at once."
608;Static factory method;A vending machine bolted to the class wall: press the labeled button 'valueOf' and it may hand you a chilled cached can rather than brew a new one.;A named static method that returns instances, enabling caching, subtype returns, and readable names that raw constructors cannot offer.;"Integer.valueOf(127) returns a cached instance; List.of(1,2,3); Optional.empty()";"GoF Factory Method — GoF's relies on subclass polymorphism to pick the product; static factories are just well-named static creators."
609;Lazy initialization;A Murphy bed that stays hidden in the wall until the teenager's first yawn — then WHAM, it unfolds. Until that first yawn the room is empty and cheap.;Defers costly object creation until the moment of first use, trading startup cost for a check (and locking care) on first access.;"if (instance == null) instance = new Heavy(); — double-checked locking when threaded";"Eager initialization — eager pays at load time and is trivially thread-safe; lazy pays on first access and needs synchronization."
